ID,Name,Types,Weaknesses,Evolution,HP,Attack,Defense,SpAttack,SpDefense,Speed,HeightM,WeightKg,Generation,Region,FirstLocation,Genus,Bio,Fact
087,Dewgong,"Water,Ice","Electric,Grass,Fighting,Rock,Steel",,90,70,80,70,95,70,1.7,120.0,Gen I,Kanto,Seafoam Islands (Red),Sea Lion Pokémon,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
088,Grimer,Poison,"Ground,Psychic",089,80,80,50,40,50,25,0.9,30.0,Gen I,Kanto,Pokémon Mansion (Red),Sludge Pokémon,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.
089,Muk,Poison,"Ground,Psychic",,105,105,75,65,100,50,1.2,30.0,Gen I,Kanto,Pokémon Mansion (Red),Sludge Pokémon,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.","Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison."
090,Shellder,Water,"Electric,Grass",091,30,65,100,45,25,40,0.3,4.0,Gen I,Kanto,Seafoam Islands (Red),Bivalve Pokémon,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,"The shell can withstand any attack. However, when it is open, the tender body is exposed."
091,Cloyster,"Water,Ice","Electric,Grass,Fighting,Rock,Steel",,50,95,180,85,45,70,1.5,132.5,Gen I,Kanto,Undella Bay (Black),Bivalve Pokémon,"Once it slams its shell shut, it is impossible to open, even by those with superior strength.",Has the highest base Defense (180) of all 141 Water-type Pokémon.
092,Gastly,"Ghost,Poison","Ground,Psychic,Ghost,Dark",093,30,35,30,100,35,80,1.3,0.1,Gen I,Kanto,Pokémon Tower (Red),Gas Pokémon,Gaseous and completely impalpable. Also highly dangerous— inhaling part of its poisonous body will cause one to faint instantly.,Tied for the lightest Pokémon in the Pokédex at 0.1 kg.
093,Haunter,"Ghost,Poison","Ground,Psychic,Ghost,Dark",094,45,50,45,115,55,95,1.6,0.1,Gen I,Kanto,Pokémon Tower (Red),Gas Pokémon,"This frightful, malevolent spirit can glide through walls, appearing wherever it likes. According to rumor, victims of a Haunter's lick will wither to death day by day.",Tied for the lightest Pokémon in the Pokédex at 0.1 kg.
094,Gengar,"Ghost,Poison","Ground,Psychic,Ghost,Dark",,60,65,60,130,75,110,1.5,40.5,Gen I,Kanto,Old Chateau (Diamond),Shadow Pokémon,"Possesses potential victims' shadows in an effort to steal away the victims' lives. If your shadow begins to laugh, you must take hold of a protective charm posthaste!","Under a full moon, this Pokémon likes to mimic the shadows of people and laugh at their fright."
095,Onix,"Rock,Ground","Water,Grass,Ice,Fighting,Ground,Steel",,35,45,160,30,45,70,8.8,210.0,Gen I,Kanto,Rock Tunnel (Red),Rock Snake Pokémon,"This chain of immense stones resembles a giant serpent. Tremors shake the earth above as it burrows deep beneath the ground, feeding on boulders as it goes.","As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
096,Drowzee,Psychic,"Bug,Ghost,Dark",097,60,48,45,43,90,42,1.0,32.4,Gen I,Kanto,Route 11 (Red),Hypnosis Pokémon,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past.",Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.
097,Hypno,Psychic,"Bug,Ghost,Dark",,85,73,70,73,115,67,1.6,75.6,Gen I,Kanto,Cerulean Cave (Red),Hypnosis Pokémon,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION."
098,Krabby,Water,"Electric,Grass",099,30,105,90,25,25,50,0.4,6.5,Gen I,Kanto,Route 11 (Red),River Crab Pokémon,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.","Its pincers are not only powerful weapons, they are used for balance when walking sideways."
099,Kingler,Water,"Electric,Grass",,55,130,115,50,50,75,1.3,60.0,Gen I,Kanto,Route 23 (Red),Pincer Pokémon,"Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way.",Has the highest base Attack (130) of all 141 Water-type Pokémon.
100,Voltorb,Electric,Ground,101,40,30,50,55,55,100,0.5,10.4,Gen I,Kanto,Route 10 (Red),Ball Pokémon,"An enigmatic Pokémon that happens to bear a resemblance to a Poké Ball. When excited, it discharges the electric current it has stored in its belly, then lets out a great, uproarious laugh.","Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people."
101,Electrode,Electric,Ground,,60,50,70,80,80,150,1.2,66.6,Gen I,Kanto,Cerulean Cave (Red),Ball Pokémon,"The tissue on the surface of its body is curiously similar in composition to an Apricorn. When irritated, this Pokémon lets loose an electric current equal to 20 lightning bolts.",It stores electric energy under very high pressure. It often explodes with little or no provocation.
102,Exeggcute,"Grass,Psychic","Fire,Ice,Poison,Flying,Bug,Ghost,Dark",103,60,40,80,60,45,40,0.4,2.5,Gen I,Kanto,Safari Zone (Red),Egg Pokémon,"These Pokémon get nervous when they’re not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly.","Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
103,Exeggutor,"Grass,Psychic","Fire,Ice,Poison,Flying,Bug,Ghost,Dark",,95,95,85,125,75,55,2.0,120.0,Gen I,Kanto,Citadark Isle (Xd),Coconut Pokémon,"When they work together, Exeggutor’s three heads can put out powerful psychic energy. Cloudy days make this Pokémon sluggish.","Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
104,Cubone,Ground,"Water,Grass,Ice",105,50,50,95,40,50,35,0.4,6.5,Gen I,Kanto,Pokémon Tower (Red),Lonely Pokémon,"This Pokémon wears the skull of its deceased mother. Sometimes Cubone’s dreams make it cry, but each tear Cubone sheds makes it stronger.","Because it never removes its skull helmet, no one has ever seen this Pokémon's real face."
105,Marowak,Ground,"Water,Grass,Ice",,60,80,110,50,80,45,1.0,45.0,Gen I,Kanto,Victory Road (Red),Bone Keeper Pokémon,"When this Pokémon evolved, the skull of its mother fused to it. Marowak’s temperament also turned vicious at the same time.",The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
106,Hitmonlee,Fighting,"Flying,Psychic,Fairy",,50,120,53,35,110,87,1.5,49.8,Gen I,Kanto,Saffron City (Red),Kicking Pokémon,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
107,Hitmonchan,Fighting,"Flying,Psychic,Fairy",,50,105,79,35,110,76,1.4,50.2,Gen I,Kanto,Saffron City (Red),Punching Pokémon,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes.","While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see."
108,Lickitung,Normal,Fighting,,90,55,75,60,75,30,1.2,65.5,Gen I,Kanto,Route 18 (Red),Licking Pokémon,"Wields its long tongue deftly, as though it were an arm. The Pokémon's viscous saliva, once it has been collected and boiled down, yields a strong and highly useful adhesive.",Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
109,Koffing,Poison,"Ground,Psychic",110,40,65,95,60,45,35,0.6,1.0,Gen I,Kanto,Pokémon Mansion (Red),Poison Gas Pokémon,It adores polluted air. Some claim that Koffing used to be more plentiful in the Galar region than they are now.,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
110,Weezing,Poison,"Ground,Psychic",,65,90,120,85,70,60,1.2,9.5,Gen I,Kanto,Pokémon Mansion (Red),Poison Gas Pokémon,"It can’t suck in air quite as well as a Galarian Weezing, but the toxins it creates are more potent than those of its counterpart.","Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years."
111,Rhyhorn,"Ground,Rock","Water,Grass,Ice,Fighting,Ground,Steel",112,80,85,95,30,30,25,1.0,115.0,Gen I,Kanto,Safari Zone (Red),Spikes Pokémon,"Ludicrously strong—when it butts heads with a mountain, it is the mountain that shatters. But its short legs struggle with turns, and it is incapable of stopping unless it collides with something.",Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.
112,Rhydon,"Ground,Rock","Water,Grass,Ice,Fighting,Ground,Steel",,105,130,120,45,45,40,1.9,120.0,Gen I,Kanto,Cerulean Cave (Red),Drill Pokémon,"Rapidly rotates its horn to bore through bedrock. It swaggers around volcanic regions, protected from the lava's heat by its tough, armorlike hide.","Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees."
113,Chansey,Normal,Fighting,,250,5,5,35,105,50,1.1,34.6,Gen I,Kanto,Safari Zone (Red),Egg Pokémon,This purehearted Pokémon shares its eggs with the injured.,A rare and elusive Pokémon that is said to bring happiness to those who manage to get it.
114,Tangela,Grass,"Fire,Ice,Poison,Flying,Bug",,65,55,115,100,40,60,1.0,35.0,Gen I,Kanto,Sea Route 21 (Red),Vine Pokémon,"It is cloaked entirely in blue vines, preventing any glimpse of its true identity. The vines impart a refreshing sensation when chewed—they're useful as a spice.",The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.
115,Kangaskhan,Normal,Fighting,,105,95,80,40,80,90,2.2,80.0,Gen I,Kanto,Safari Zone (Red),Parent Pokémon,There are records of a lost human child being raised by a childless Kangaskhan.,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.
116,Horsea,Water,"Electric,Grass",117,30,40,70,70,25,60,0.4,8.0,Gen I,Kanto,Seafoam Islands (Red),Dragon Pokémon,They swim with dance-like motions and cause whirlpools to form. Horsea compete to see which of them can generate the biggest whirlpool.,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
117,Seadra,Water,"Electric,Grass",,55,65,95,95,45,85,1.2,25.0,Gen I,Kanto,Seafoam Islands (Red),Dragon Pokémon,"Seadra’s mouth is slender, but its suction power is strong. In an instant, Seadra can suck in food that’s larger than the opening of its mouth.",Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
118,Goldeen,Water,"Electric,Grass",119,45,67,60,35,50,63,0.6,15.0,Gen I,Kanto,Pallet Town (Red),Goldfish Pokémon,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen."
119,Seaking,Water,"Electric,Grass",,80,92,65,65,80,68,1.3,39.0,Gen I,Kanto,Fuchsia City (Red),Goldfish Pokémon,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away.","In the autumn spawning season, they can be seen swimming power­ fully up rivers and creeks."
120,Staryu,Water,"Electric,Grass",121,30,45,55,70,55,85,0.8,34.5,Gen I,Kanto,Seafoam Islands (Red),Star Shape Pokémon,"Fish Pokémon nibble at it, but Staryu isn’t bothered. Its body regenerates quickly, even if part of it is completely torn off.",An enigmatic Pokémon that can effortlessly regenerate any appendage it loses in battle.
121,Starmie,"Water,Psychic","Electric,Grass,Bug,Ghost,Dark",,60,75,85,100,85,115,1.1,80.0,Gen I,Kanto,Route 13 (Black),Mysterious Pokémon,"Starmie swims by spinning its body at high speed. As this Pokémon cruises through the ocean, it absorbs tiny plankton.",Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.
122,Mr. Mime,"Psychic,Fairy","Steel,Poison,Ghost",,40,45,65,100,120,90,1.3,54.5,Gen I,Kanto,Route 2 (Red),Barrier Pokémon,The behavior of this clown-like Pokémon reminds one of pantomime. It creates invisible walls using a force emitted from its fingertips.,"If interrupted while it is miming, it will slap around the offender with its broad hands."
123,Scyther,"Bug,Flying","Fire,Electric,Ice,Flying,Rock",,70,110,80,55,80,105,1.5,56.0,Gen I,Kanto,Safari Zone (Red),Mantis Pokémon,"The large, wickedly sharp scythes on its forearms are truly fearsome weapons. Prey's attempts to flee are unfailingly thwarted by this Pokémon's nimble motions.","With ninja-like agility and speed, it can create the illusion that there is more than one."
124,Jynx,"Ice,Psychic","Fire,Bug,Rock,Ghost,Dark,Steel",,65,50,35,115,95,95,1.4,40.6,Gen I,Kanto,Cerulean City (Red),Human Shape Pokémon,The Jynx of Galar often have beautiful and delicate voices. Some of these Pokémon have even gathered a fan base.,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
125,Electabuzz,Electric,Ground,,65,83,57,95,85,105,1.1,30.0,Gen I,Kanto,Kanto Power Plant (Red),Electric Pokémon,"Feeds on electrical energy. During sudden showers beneath looming thunderclouds, one can observe Electabuzz scaling tall trees, where the Pokémon will then wait for lightning to strike.","Normally found near power plants, they can wander away and cause major blackouts in cities."
126,Magmar,Fire,"Water,Ground,Rock",,65,95,57,100,85,93,1.3,44.5,Gen I,Kanto,Pokémon Mansion (Blue),Spitfire Pokémon,"Legend has it that this Pokémon was born from the crater of a volcano. When wounded, it bathes in lava to heal its body, much as one would soak in a hot spring.",Its body always burns with an orange glow that enables it to hide perfectly among flames.
127,Pinsir,Bug,"Fire,Flying,Rock",,65,125,100,55,70,85,1.5,55.0,Gen I,Kanto,Safari Zone (Blue),Stag Beetle Pokémon,This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away.,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard."
128,Tauros,Normal,Fighting,,75,100,95,40,70,110,1.4,88.4,Gen I,Kanto,Safari Zone (Red),Wild Bull Pokémon,"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs.","When it targets an enemy, it charges furiously while whipping its body with its long tails."
129,Magikarp,Water,"Electric,Grass",130,20,10,55,15,20,80,0.9,10.0,Gen I,Kanto,Pallet Town (Red),Fish Pokémon,"A feeble, pitiful imbecile of a Pokémon that is nonetheless very hardy. Unperturbed by turbid water, it can be found living in all sorts of places.","In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
130,Gyarados,"Water,Flying","Electric,Rock",,95,125,79,60,100,81,6.5,235.0,Gen I,Kanto,Fuchsia City (Yellow),Atrocious Pokémon,"I suspect this Pokémon to be the true identity of a dragon written of in ancient texts, which claimed that it razed an entire village with white-hot beams from its maw.","Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage."
